iteration,isolation,commit_hint_first,thread_a_committed,thread_b_committed,thread_a_error,thread_b_error,invariant_ok,invariant_detail
747,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
748,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000748 attribute='s2_slot' is INFERRED, expected MEASURED"
749,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000749 attribute='s2_slot' is INFERRED, expected MEASURED"
750,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000750 attribute='s2_slot' is INFERRED, expected MEASURED"
751,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
752,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000752 attribute='s2_slot' is INFERRED, expected MEASURED"
753,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
754,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=b10f5185-3b68-47d4-ab74-661efdd1f399, reason=kind_outranked -- payload={""value"": ""INFERRED_iter754"", ""writer"": ""kndb_native"", ""fact_id"": ""abffb852-b33f-4acc-8502-cc94b5cf228c"", ""provsql"": ""b5baf6ab-056f-4948-a8ec-0233e9ec10b9"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.414339-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000754, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
755,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=7f752839-d8e3-4114-a47e-39c46591e306, reason=kind_outranked -- payload={""value"": ""INFERRED_iter755"", ""writer"": ""kndb_native"", ""fact_id"": ""c30cf9f9-0891-4d05-9569-64bf82279205"", ""provsql"": ""8bb99d24-f0dc-44ad-85ec-19c63262b7ab"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.42247-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000755, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
756,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
757,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000757 attribute='s2_slot' is INFERRED, expected MEASURED"
758,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000758 attribute='s2_slot' is INFERRED, expected MEASURED"
759,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000759 attribute='s2_slot' is INFERRED, expected MEASURED"
760,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
761,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
762,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=e7b5f28f-4d1c-464f-a655-dd2e14ceb023, reason=kind_outranked -- payload={""value"": ""INFERRED_iter762"", ""writer"": ""kndb_native"", ""fact_id"": ""5c49bab2-03df-4a47-9f89-15390571e820"", ""provsql"": ""ac1be183-40ac-4543-858d-4355f72533ed"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.480886-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000762, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
763,SERIALIZABLE,A,1,1,,,1,
764,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=c15c3cdc-f4ec-4826-b4f5-7e80c5f63105, reason=kind_outranked -- payload={""value"": ""INFERRED_iter764"", ""writer"": ""kndb_native"", ""fact_id"": ""239ab379-369c-40ab-9b43-2ed17f60cf47"", ""provsql"": ""ab8968d1-1b98-48bd-b5e3-b92b9a43b919"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.499011-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000764, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
765,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
766,SERIALIZABLE,A,1,1,,,1,
767,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=bd412283-6570-4d82-9c5e-68b4978a529c, reason=kind_outranked -- payload={""value"": ""INFERRED_iter767"", ""writer"": ""kndb_native"", ""fact_id"": ""3188ebf2-f82e-4963-8ecb-e0e87c8153a3"", ""provsql"": ""a89fd803-9f8c-4b48-b3a6-fa00945fbd4a"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.523558-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000767, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
768,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000768 attribute='s2_slot' is INFERRED, expected MEASURED"
769,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
770,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
771,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000771 attribute='s2_slot' is INFERRED, expected MEASURED"
772,SERIALIZABLE,A,1,1,,,1,
773,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
774,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=57e2db3e-597c-4a79-9567-f016e8b14e97, reason=kind_outranked -- payload={""value"": ""INFERRED_iter774"", ""writer"": ""kndb_native"", ""fact_id"": ""3fdeb74a-59cc-447b-a9fb-2cc494f6c7de"", ""provsql"": ""2649d62b-8e7a-4353-a749-050350e5245f"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.581909-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000774, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
775,SERIALIZABLE,A,1,1,,,1,
776,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=995d6a25-b9b0-454c-af3e-c467723239e2, reason=kind_outranked -- payload={""value"": ""INFERRED_iter776"", ""writer"": ""kndb_native"", ""fact_id"": ""2296d6f7-01a5-4bfc-acc8-caaaeb3a2d5e"", ""provsql"": ""89843255-0ce8-40c8-ab33-113fffe092c0"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.598531-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000776, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
777,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=93e8d7f9-512e-49e9-b00d-0e00c5ef4a6f, reason=kind_outranked -- payload={""value"": ""INFERRED_iter777"", ""writer"": ""kndb_native"", ""fact_id"": ""8eb16599-f9dd-4d44-8876-010e84908a4d"", ""provsql"": ""6a156602-9078-4fff-9e30-d164c774c068"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.606492-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000777, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
778,SERIALIZABLE,A,1,1,,,1,
779,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000779 attribute='s2_slot' is INFERRED, expected MEASURED"
780,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=77674f21-da18-46f3-a9b9-60a8690a9bba, reason=kind_outranked -- payload={""value"": ""INFERRED_iter780"", ""writer"": ""kndb_native"", ""fact_id"": ""060f7acd-b675-402c-8b43-756bb515efe8"", ""provsql"": ""b6bcb919-8081-4096-96c7-b07b0a6a9aee"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.630973-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000780, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
781,SERIALIZABLE,A,1,1,,,1,
782,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=07bbb8d0-d599-4696-b9bb-ac6f2eab2f14, reason=kind_outranked -- payload={""value"": ""INFERRED_iter782"", ""writer"": ""kndb_native"", ""fact_id"": ""4830e297-5b5b-4fd9-ae99-307a9ee667fc"", ""provsql"": ""0a89b1cc-c221-4ce3-be28-e657d23578f4"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.647364-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000782, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
783,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
784,SERIALIZABLE,A,1,1,,,1,
785,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=a6f1c127-d549-4703-b12c-d076189e542d, reason=kind_outranked -- payload={""value"": ""INFERRED_iter785"", ""writer"": ""kndb_native"", ""fact_id"": ""fef813e9-3af7-4177-bf04-2a331409e21c"", ""provsql"": ""103c9034-c1f5-4b11-8a12-8a2618b04d6c"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.671475-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000785, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
786,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
787,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000787 attribute='s2_slot' is INFERRED, expected MEASURED"
788,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
789,SERIALIZABLE,A,1,1,,,1,
790,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=bedc99aa-aa2d-4a3c-824a-d88638869102, reason=kind_outranked -- payload={""value"": ""INFERRED_iter790"", ""writer"": ""kndb_native"", ""fact_id"": ""ef8321a1-e2c2-4612-9548-b66dbf925d61"", ""provsql"": ""4d8312c0-c1a3-4370-a44a-f29728ac3875"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.713057-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000790, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
791,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
792,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
793,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
794,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000794 attribute='s2_slot' is INFERRED, expected MEASURED"
795,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
796,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000796 attribute='s2_slot' is INFERRED, expected MEASURED"
797,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
798,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=525560be-3a29-44c8-bb29-15d3e650cd5f, reason=kind_outranked -- payload={""value"": ""INFERRED_iter798"", ""writer"": ""kndb_native"", ""fact_id"": ""efec241b-de24-43f6-89a3-0e396b7b27d3"", ""provsql"": ""b12c687b-8d8b-49ec-891b-0d5af26735dd"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.779186-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000798, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
799,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=48c4a18e-a5e9-4322-aa03-3f6d708b88b7, reason=kind_outranked -- payload={""value"": ""INFERRED_iter799"", ""writer"": ""kndb_native"", ""fact_id"": ""865e6dd2-f3d7-4797-a2e9-a45d37ed0e39"", ""provsql"": ""1ddaf3d4-413f-4865-a226-981b4a5d4ca2"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.787188-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000799, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
800,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000800 attribute='s2_slot' is INFERRED, expected MEASURED"
801,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000801 attribute='s2_slot' is INFERRED, expected MEASURED"
802,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=159c0bc3-a976-43f9-87c5-829cd311ef45, reason=kind_outranked -- payload={""value"": ""INFERRED_iter802"", ""writer"": ""kndb_native"", ""fact_id"": ""4e5ca03f-ac65-4444-aa1b-534909cb40aa"", ""provsql"": ""0da033ae-afd6-47d8-b22f-a71db107e8b0"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.811465-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000802, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
803,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=5e2d8efd-2c8c-4ed3-874f-7ab1bc2a156a, reason=kind_outranked -- payload={""value"": ""INFERRED_iter803"", ""writer"": ""kndb_native"", ""fact_id"": ""a68dd9ed-3638-488e-989c-c68a711bfbf0"", ""provsql"": ""191ae768-d266-4b24-8b7a-476908fdb74b"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.819456-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000803, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
804,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000804 attribute='s2_slot' is INFERRED, expected MEASURED"
805,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000805 attribute='s2_slot' is INFERRED, expected MEASURED"
806,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
807,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000807 attribute='s2_slot' is INFERRED, expected MEASURED"
808,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
809,SERIALIZABLE,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=1dd4ef5d-2f4b-4f2c-9f12-23f179798865, reason=kind_outranked -- payload={""value"": ""INFERRED_iter809"", ""writer"": ""kndb_native"", ""fact_id"": ""769d6c4b-9547-48da-b284-d807ea8d68c8"", ""provsql"": ""0d201f65-ee77-451f-b9a9-9561437b3272"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:33.869118-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000809, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
810,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000810 attribute='s2_slot' is INFERRED, expected MEASURED"
811,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000811 attribute='s2_slot' is INFERRED, expected MEASURED"
812,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000812 attribute='s2_slot' is INFERRED, expected MEASURED"
813,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
814,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
815,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000815 attribute='s2_slot' is INFERRED, expected MEASURED"
816,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
817,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000817 attribute='s2_slot' is INFERRED, expected MEASURED"
818,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
819,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
820,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
821,SERIALIZABLE,A,1,1,,,1,
822,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
823,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
824,SERIALIZABLE,B,0,1,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",,1,
825,SERIALIZABLE,A,1,0,,"SerializationFailure: could not serialize access due to read/write dependencies among transactions
DETAIL:  Reason code: Canceled on identification as a pivot, during write.
HINT:  The transaction might succeed if retried.",0,"live kind for entity_id=32000825 attribute='s2_slot' is INFERRED, expected MEASURED"
